employee_id,fullname,rating,years_of_service_months,job_level,SEA,CEX,QDD,iq,Papi_G,Papi_T,position_id,division_id,department_id,directorate_id,grade_id,company_id,education_id,major_id,area_id
EMP100229,Rizki Putra,5.0,22,Middle,5.0,5.0,5.0,103.0,6.0,1.0,6,5,5,3,3,2,3,5,2
EMP100230,Eko Indrawan,4.0,91,Senior,4.0,4.0,4.0,90.0,5.0,6.0,1,1,2,3,2,4,2,4,4
EMP100231,Satya Halim Hidayat,5.0,17,Junior,5.0,4.0,5.0,139.0,8.0,3.0,1,5,3,1,2,3,2,3,4
EMP100232,Zaki Ridwan,4.0,65,Senior,4.0,4.0,3.0,109.0,5.0,7.0,1,4,4,3,3,1,3,2,1
EMP100233,Utami Iqbal Gunawan,4.0,66,Senior,4.0,4.0,4.0,125.0,3.0,5.0,6,4,5,3,2,2,4,6,4
EMP100235,Bayu Maulida,4.0,36,Middle,5.0,3.0,4.0,88.0,1.0,8.0,6,2,6,1,2,4,3,2,3
EMP100236,Teguh Santoso,4.0,20,Middle,4.0,5.0,4.0,116.0,2.0,3.0,4,4,5,3,1,1,3,4,3
EMP100238,Dewi Siregar,3.0,98,Senior,3.0,3.0,4.0,109.0,1.0,3.0,1,3,4,1,1,1,3,1,3
EMP100240,Oktavia Hartanto,2.0,19,Middle,3.0,2.0,3.0,84.0,4.0,7.0,1,5,2,3,1,1,3,1,3
EMP100241,Sari Saputra Lukman,4.0,81,Senior,3.0,4.0,3.0,109.0,1.0,4.0,6,2,4,1,2,4,1,6,2
EMP100242,Rifqi Pamungkas,3.0,52,Middle,2.0,3.0,4.0,93.0,9.0,2.0,2,2,5,2,2,4,2,3,1
EMP100243,Sari Yudhistira Setiawan,4.0,40,Middle,4.0,5.0,5.0,116.0,5.0,5.0,2,2,2,2,1,2,4,5,3
EMP100244,Zaki Suharto,3.0,85,Senior,4.0,3.0,4.0,128.0,9.0,6.0,3,4,3,1,2,1,3,4,2
EMP100245,Budi Kurniawan,3.0,79,Senior,2.0,2.0,3.0,109.0,6.0,5.0,3,1,4,2,2,2,2,4,1
EMP100246,Rizky Subekti,4.0,28,Middle,4.0,4.0,4.0,82.0,2.0,6.0,3,3,3,3,1,1,2,2,1
EMP100248,Ahmad Erlangga Siregar,4.0,7,Junior,4.0,4.0,4.0,102.0,7.0,5.0,1,1,5,2,2,2,3,4,3
EMP100249,Evi Ridwan,4.0,82,Senior,4.0,4.0,4.0,86.0,6.0,5.0,2,2,6,3,1,4,1,5,4
EMP100250,Arif Mahardika Kusuma,2.0,56,Middle,2.0,1.0,3.0,89.0,8.0,6.0,1,4,1,1,3,4,4,6,2
EMP100251,Vania Halim Santoso,3.0,25,Middle,3.0,2.0,4.0,121.0,9.0,2.0,3,5,3,3,2,1,2,5,3
EMP100252,Wulan Adi Mahendra,3.0,65,Senior,4.0,4.0,3.0,105.0,6.0,3.0,6,3,5,3,1,2,1,5,2
EMP100254,Wulan Salsabila,4.0,55,Middle,4.0,4.0,3.0,84.0,9.0,3.0,1,2,3,3,1,1,1,6,4
EMP100255,Cahyo Anggara,1.0,49,Middle,1.0,1.0,1.0,121.0,4.0,4.0,2,1,2,2,2,3,2,4,3
EMP100256,Maya Dharma Pamungkas,1.0,54,Middle,1.0,1.0,1.0,80.0,8.0,9.0,2,3,6,1,2,3,3,2,4
EMP100258,Fitri Adi Maulana,4.0,4,Junior,4.0,3.0,5.0,121.0,5.0,8.0,4,3,5,1,1,1,1,1,3
EMP100259,Gita Ridwan,4.0,52,Middle,3.0,4.0,4.0,88.0,2.0,5.0,6,3,5,3,3,2,1,6,1
EMP100260,Ahmad Pramudita Siregar,2.0,88,Senior,3.0,2.0,2.0,87.0,5.0,1.0,2,1,5,2,2,4,1,4,4
EMP100261,Valdo Gunawan,3.0,42,Middle,2.0,3.0,2.0,138.0,3.0,9.0,1,5,5,3,1,1,2,1,1
EMP100262,Iman Baskara Saputra,4.0,55,Middle,4.0,4.0,5.0,136.0,2.0,6.0,4,4,2,1,2,1,3,1,2
EMP100264,Citra Utami,3.0,95,Senior,3.0,3.0,3.0,91.0,1.0,5.0,1,5,5,3,2,2,3,3,1
EMP100265,Citra Yulianto,2.0,47,Middle,1.0,2.0,2.0,91.0,5.0,6.0,3,4,3,3,1,4,3,5,1
EMP100266,Prasetyo Firmansyah,3.0,49,Middle,3.0,2.0,3.0,98.0,9.0,8.0,6,5,2,1,3,2,1,4,1
EMP100267,Nurlita Saputra Sinaga,2.0,61,Senior,3.0,3.0,2.0,109.0,5.0,3.0,4,1,4,1,2,4,2,2,1
EMP100268,Nadia Tri Fauziah,4.0,73,Senior,4.0,4.0,4.0,94.0,7.0,4.0,5,2,2,1,1,1,1,3,3
EMP100269,Zahra Pramudita Kusuma,4.0,81,Senior,4.0,5.0,3.0,84.0,3.0,8.0,1,3,1,2,2,2,1,3,1
EMP100271,Rani Nugroho,3.0,102,Senior,3.0,3.0,3.0,92.0,8.0,8.0,4,1,6,1,2,2,4,2,3
EMP100273,Rani Wibowo,5.0,48,Middle,5.0,3.0,4.0,109.0,7.0,8.0,1,3,4,2,2,4,2,3,1
EMP100274,Nabila Anugrah Gunawan,3.0,34,Middle,3.0,3.0,3.0,94.0,3.0,3.0,6,5,5,3,2,2,3,4,1
EMP100275,Evi Maulana,3.0,58,Middle,2.0,4.0,4.0,125.0,5.0,2.0,5,2,3,1,2,1,2,3,3
EMP100276,Maya Fauziah,4.0,47,Middle,4.0,4.0,4.0,109.0,9.0,2.0,2,4,4,1,1,3,1,1,2
EMP100277,Nadia Handayani,3.0,31,Middle,2.0,2.0,3.0,119.0,8.0,6.0,1,2,5,3,1,3,1,1,2
EMP100278,Tania Qolbi Lukman,2.0,57,Middle,2.0,2.0,1.0,109.0,2.0,6.0,2,3,6,3,1,2,1,2,3
EMP100279,Julia Wibowo,1.0,73,Senior,1.0,1.0,1.0,106.0,7.0,8.0,1,2,1,1,1,2,3,6,2
EMP100280,Yuni Nabila Handayani,4.0,72,Senior,5.0,1.0,2.0,119.0,7.0,5.0,4,2,2,3,3,3,1,6,2
EMP100281,Bella Qolbi Ridwan,4.0,29,Middle,5.0,4.0,4.0,93.0,6.0,9.0,5,1,5,3,2,3,1,6,3
EMP100282,Indra Siregar,4.0,35,Middle,4.0,4.0,3.0,126.0,1.0,5.0,4,4,1,2,3,4,2,4,4
EMP100284,Julia Maulana,1.0,27,Middle,2.0,1.0,1.0,98.0,3.0,5.0,1,2,2,3,2,3,4,5,2
EMP100285,Adi Mahardika Setiawan,2.0,15,Junior,2.0,2.0,2.0,140.0,7.0,8.0,4,1,3,3,2,3,2,4,2
EMP100286,Hana Wijaya Anggara,2.0,24,Middle,2.0,3.0,3.0,96.0,4.0,7.0,3,4,2,3,3,4,2,3,1
EMP100288,Budi Rachman Ramadhan,2.0,54,Middle,1.0,1.0,2.0,82.0,9.0,6.0,5,3,3,2,2,4,3,3,2
EMP100289,Teguh Hasibuan,4.0,6,Junior,4.0,5.0,4.0,88.0,8.0,3.0,1,4,2,1,2,4,3,5,1
EMP100291,Cahyo Pratomo,3.0,20,Middle,3.0,3.0,3.0,123.0,5.0,4.0,1,4,2,1,1,3,1,5,2
EMP100292,Wahyu Halim Zulfikar,2.0,2,Junior,1.0,2.0,2.0,92.0,3.0,2.0,4,2,6,3,2,4,2,3,4
EMP100293,Sari Fadillah Mahendra,3.0,88,Senior,3.0,2.0,3.0,82.0,4.0,8.0,5,3,6,3,2,2,1,2,1
EMP100294,Fitri Dharma Hidayat,3.0,65,Senior,3.0,2.0,3.0,124.0,9.0,5.0,5,5,6,1,3,2,3,5,2
EMP100295,Hadi Dharma Siregar,3.0,33,Middle,3.0,3.0,3.0,102.0,8.0,1.0,5,5,3,3,1,3,2,3,3
EMP100296,Bayu Nugroho,4.0,49,Middle,4.0,4.0,4.0,84.0,5.0,1.0,3,1,3,3,2,1,2,3,3
EMP100297,Yoga Salsabila,1.0,65,Senior,2.0,2.0,1.0,135.0,6.0,9.0,6,5,5,2,3,1,1,1,2
EMP100298,Yuni Iqbal Saputra,3.0,65,Senior,3.0,3.0,3.0,81.0,2.0,5.0,5,5,3,3,2,3,3,3,2
EMP100300,Rama Lukman,4.0,25,Middle,3.0,4.0,4.0,126.0,5.0,5.0,6,5,2,3,2,3,1,5,1
EMP100301,Rama Zulfikar,2.0,31,Middle,3.0,3.0,2.0,123.0,3.0,5.0,4,3,6,3,2,2,2,6,1
EMP100302,Rizky Ginting,3.0,3,Junior,2.0,3.0,3.0,130.0,9.0,2.0,6,5,3,2,3,2,4,2,2
EMP100303,Bayu Wijaya Maulida,3.0,95,Senior,4.0,3.0,3.0,94.0,5.0,9.0,6,5,2,3,3,2,2,1,4
EMP100305,Indra Herlambang,3.0,68,Senior,3.0,3.0,4.0,113.0,7.0,5.0,5,2,6,2,1,1,3,3,2
EMP100306,Dinda Kusuma Ananda,3.0,24,Middle,3.0,3.0,2.0,109.0,2.0,5.0,2,3,1,2,1,4,4,2,4
EMP100307,Sari Indrawan,3.0,29,Middle,3.0,3.0,2.0,109.0,2.0,7.0,4,4,4,3,2,4,3,2,3
EMP100308,Nugroho Subekti,4.0,52,Middle,4.0,3.0,3.0,105.0,9.0,5.0,3,2,5,3,3,2,1,2,2
EMP100309,Valdo Ridwan,4.0,61,Senior,3.0,4.0,4.0,120.0,5.0,3.0,2,5,5,3,3,4,3,5,3
EMP100310,Rendra Pradana,4.0,49,Middle,4.0,3.0,4.0,91.0,2.0,6.0,4,2,2,1,3,4,4,1,3
EMP100311,Maya Pramudita Zulfikar,2.0,62,Senior,2.0,2.0,2.0,102.0,3.0,4.0,6,4,3,2,3,4,4,3,3
EMP100312,Maya Lestari,2.0,20,Middle,1.0,1.0,1.0,109.0,7.0,2.0,6,1,4,2,2,1,4,5,1
EMP100313,Budi Qolbi Hidayat,5.0,50,Middle,5.0,5.0,5.0,105.0,6.0,5.0,2,4,3,3,1,1,3,4,3
EMP100314,Yuni Herlambang,1.0,14,Junior,1.0,1.0,1.0,116.0,1.0,5.0,2,4,3,3,1,4,1,4,1
EMP100315,Rama Kusuma,3.0,70,Senior,3.0,3.0,4.0,99.0,3.0,7.0,2,5,1,3,1,1,4,4,2
EMP100316,Joko Siregar,3.0,40,Middle,3.0,3.0,3.0,82.0,1.0,6.0,6,4,5,3,1,3,1,3,1
EMP100317,Budi Herlambang,3.0,76,Senior,4.0,3.0,4.0,95.0,3.0,5.0,6,1,5,3,2,4,3,6,4
EMP100318,Rafa Lestari Fauziah,3.0,31,Middle,2.0,2.0,3.0,109.0,7.0,9.0,3,1,4,3,1,3,4,1,3
EMP100319,Valdo Anugrah Ramadhan,5.0,101,Senior,5.0,5.0,5.0,139.0,5.0,1.0,5,4,1,3,2,4,4,4,3
EMP100320,Budi Hartanto,1.0,25,Middle,1.0,2.0,3.0,99.0,8.0,9.0,3,3,3,3,2,2,1,3,4
EMP100321,Wulan Iqbal Herlambang,3.0,42,Middle,3.0,2.0,4.0,136.0,6.0,2.0,1,5,3,2,3,2,3,1,1
EMP100322,Rizka Pramudita Suharto,4.0,56,Middle,5.0,4.0,3.0,85.0,7.0,9.0,6,5,2,2,2,2,3,2,3
EMP100323,Umar Indrawan,3.0,8,Junior,3.0,3.0,2.0,92.0,6.0,1.0,2,1,1,3,3,4,2,6,1
EMP100325,Wahyu Kusuma Hartanto,2.0,34,Middle,2.0,1.0,1.0,109.0,2.0,9.0,2,5,5,1,3,1,4,2,3
EMP100326,Rizka Qolbi Mahendra,5.0,55,Middle,5.0,5.0,5.0,92.0,4.0,5.0,4,2,5,3,1,2,3,6,4
EMP100328,Tania Yudhistira Simanjuntak,3.0,37,Middle,3.0,3.0,4.0,130.0,7.0,3.0,6,3,1,3,2,2,2,6,1
EMP100329,Galih Iqbal Pamungkas,3.0,41,Middle,3.0,2.0,3.0,92.0,4.0,5.0,5,2,5,1,3,1,2,4,1
EMP100330,Kartika Gunawan,4.0,25,Middle,4.0,3.0,4.0,109.0,2.0,3.0,3,4,6,3,2,3,3,5,2
EMP100331,Julia Tri Hartanto,5.0,39,Middle,4.0,4.0,4.0,127.0,3.0,2.0,1,3,5,1,1,1,3,1,4
EMP100332,Dewi Maulida,3.0,58,Middle,3.0,4.0,4.0,95.0,3.0,6.0,1,5,5,2,1,4,1,2,1
EMP100333,Mahendra Putra,5.0,47,Middle,5.0,4.0,5.0,92.0,8.0,2.0,5,5,5,3,3,4,4,6,1
EMP100334,Sari Maulana,3.0,42,Middle,2.0,4.0,3.0,109.0,7.0,5.0,4,1,4,1,3,3,3,3,2
EMP100335,Mahendra Pramudita Purnama,3.0,66,Senior,4.0,3.0,3.0,119.0,5.0,4.0,4,3,5,3,1,4,3,2,2
EMP100336,Evi Pratomo,3.0,26,Middle,3.0,4.0,4.0,117.0,2.0,1.0,1,4,5,3,3,3,1,6,4
EMP100339,Rafa Pramudita Purnama,3.0,53,Middle,3.0,3.0,3.0,81.0,5.0,3.0,1,1,3,2,1,3,4,6,4
EMP100341,Lestari Handayani,3.0,30,Middle,3.0,3.0,3.0,136.0,5.0,2.0,6,2,6,3,2,4,4,1,3
EMP100342,Luthfi Utama Pradana,2.0,66,Senior,3.0,3.0,1.0,88.0,8.0,6.0,1,4,2,1,3,1,2,1,1
EMP100343,Adit Tamba,3.0,80,Senior,3.0,2.0,3.0,109.0,1.0,2.0,2,2,6,3,3,3,2,4,2
EMP100344,Iman Wijaya Ginting,3.0,112,Senior,3.0,3.0,3.0,109.0,7.0,5.0,1,1,4,3,2,3,2,3,2
EMP100345,Arif Jatmiko Wibowo,3.0,7,Junior,1.0,1.0,1.0,139.0,5.0,8.0,6,1,6,3,2,3,4,3,1
EMP100346,Ari Ridwan,1.0,64,Senior,1.0,1.0,2.0,94.0,6.0,6.0,3,1,1,1,1,2,3,3,4
EMP100347,Rizky Nabila Fauziah,3.0,53,Middle,2.0,3.0,2.0,109.0,5.0,5.0,2,5,4,1,2,2,4,4,1
EMP100349,Dwi Ridwan,3.0,97,Senior,3.0,3.0,3.0,109.0,7.0,2.0,3,5,4,3,3,2,1,1,4
EMP100351,Cahyo Jatmiko Wibowo,3.0,62,Senior,3.0,4.0,3.0,139.0,5.0,1.0,6,5,6,3,1,3,4,1,1
EMP100352,Gita Wijaya Lestari,3.0,24,Middle,3.0,3.0,3.0,85.0,1.0,9.0,6,3,1,1,3,4,2,5,1
EMP100353,Wahyu Kusuma,3.0,24,Middle,3.0,3.0,3.0,89.0,9.0,4.0,2,4,6,1,3,3,4,3,4
EMP100354,Wahyu Setiawan,2.0,52,Middle,3.0,3.0,3.0,109.0,8.0,1.0,3,4,4,2,2,4,4,5,4
EMP100355,Dimas Erlangga Yulianto,4.0,86,Senior,4.0,4.0,4.0,103.0,4.0,3.0,2,3,5,1,3,2,1,4,2
EMP100356,Adi Baskara Subekti,4.0,18,Middle,3.0,5.0,4.0,109.0,1.0,6.0,4,5,4,3,3,2,1,4,3
EMP100357,Adit Siregar,4.0,90,Senior,4.0,3.0,4.0,119.0,1.0,9.0,2,2,6,3,2,1,1,1,2
EMP100358,Rizki Handayani,4.0,97,Senior,3.0,3.0,3.0,127.0,4.0,1.0,3,3,5,3,2,1,4,3,4
EMP100359,Vania Baskara Pratama,2.0,24,Middle,3.0,3.0,3.0,91.0,8.0,1.0,1,3,6,1,1,2,4,2,1
EMP100360,Rizka Rachman Wijaya,5.0,6,Junior,5.0,5.0,5.0,110.0,2.0,2.0,5,1,3,2,1,1,2,5,4
EMP100361,Eko Baskara Ananda,3.0,52,Middle,3.0,2.0,3.0,83.0,4.0,9.0,3,5,2,1,1,3,4,1,3
EMP100362,Adit Ginting,5.0,32,Middle,4.0,5.0,5.0,109.0,2.0,5.0,1,4,5,3,3,4,4,1,3
EMP100363,Zahra Salsabila,4.0,44,Middle,3.0,5.0,5.0,128.0,7.0,8.0,5,5,5,1,2,3,3,4,2
EMP100364,Utami Kusuma,2.0,60,Senior,1.0,2.0,1.0,97.0,4.0,4.0,6,2,2,3,2,3,4,2,4
EMP100365,Maya Syahputra,4.0,37,Middle,5.0,3.0,4.0,111.0,3.0,3.0,6,2,3,1,1,1,3,4,1
EMP100366,Zaki Qolbi Tamba,3.0,65,Senior,3.0,2.0,3.0,93.0,5.0,2.0,4,3,3,1,3,3,2,2,3
EMP100367,Utami Utama Maulana,6.0,63,Senior,3.0,2.0,4.0,119.0,9.0,7.0,5,5,5,3,2,1,3,2,2
EMP100368,Dewi Indrawan,3.0,111,Senior,4.0,4.0,2.0,119.0,5.0,2.0,2,2,1,2,3,2,3,3,4
EMP100369,Wahyu Halim,2.0,51,Middle,1.0,1.0,1.0,106.0,5.0,7.0,3,2,2,1,3,4,1,2,1
EMP100371,Ahmad Yudhistira Pratama,2.0,71,Senior,2.0,2.0,2.0,137.0,8.0,1.0,1,4,3,1,2,2,3,6,1
EMP100372,Andi Baskara Pamungkas,2.0,20,Middle,3.0,1.0,2.0,128.0,3.0,6.0,5,5,5,2,3,1,2,3,2
EMP100373,Gita Lestari,3.0,73,Senior,3.0,4.0,4.0,136.0,4.0,1.0,1,5,1,2,3,1,1,6,1
EMP100374,Utami Tamba,4.0,14,Junior,4.0,4.0,4.0,109.0,7.0,6.0,1,2,6,1,1,3,2,4,4
EMP100375,Intan Setiawan,3.0,58,Middle,3.0,3.0,3.0,100.0,2.0,4.0,3,2,1,2,1,2,3,2,4
EMP100376,Evi Iqbal Syahputra,3.0,25,Middle,3.0,3.0,3.0,109.0,5.0,6.0,4,1,4,2,3,2,3,3,4
EMP100377,Mahendra Pramudita Sinaga,3.0,91,Senior,3.0,4.0,3.0,94.0,5.0,4.0,2,5,1,1,1,1,3,5,3
EMP100378,Hana Halim,3.0,27,Middle,3.0,4.0,3.0,119.0,2.0,4.0,5,4,6,2,1,4,4,2,2
EMP100379,Ayu Mahardika Simanjuntak,5.0,64,Senior,4.0,3.0,5.0,109.0,8.0,5.0,5,4,4,3,1,3,3,4,2
EMP100380,Evi Maulida,3.0,32,Middle,2.0,3.0,3.0,109.0,5.0,5.0,2,2,4,2,3,4,3,3,2
EMP100381,Cahyo Halim Siregar,1.0,43,Middle,3.0,1.0,1.0,107.0,2.0,1.0,4,2,5,2,3,3,1,5,2
EMP100382,Utami Erlangga Tamba,3.0,65,Senior,3.0,3.0,3.0,109.0,3.0,9.0,5,4,4,2,2,2,2,4,4
EMP100384,Dimas Saputra Utami,3.0,98,Senior,4.0,3.0,4.0,122.0,5.0,6.0,1,3,5,2,1,1,4,5,4
EMP100385,Hana Ananda,2.0,44,Middle,1.0,1.0,3.0,113.0,4.0,9.0,4,5,1,2,3,1,4,5,2
EMP100386,Tania Santoso,4.0,76,Senior,3.0,3.0,4.0,140.0,9.0,5.0,3,4,6,2,3,1,2,5,3
EMP100387,Ari Tri Hartanto,3.0,50,Middle,3.0,3.0,3.0,109.0,6.0,8.0,6,3,5,2,3,2,3,4,3
EMP100388,Rani Qolbi Zulfikar,3.0,33,Middle,2.0,3.0,4.0,140.0,1.0,3.0,1,1,1,3,1,1,3,1,4
EMP100389,Fajar Pratama,3.0,74,Senior,3.0,3.0,3.0,109.0,7.0,8.0,5,1,3,2,3,2,4,6,3
EMP100390,Bayu Tri Simanjuntak,2.0,35,Middle,1.0,2.0,3.0,125.0,4.0,5.0,1,3,1,3,1,2,2,4,3
EMP100391,Rizka Adi Anggara,2.0,51,Middle,2.0,2.0,2.0,131.0,4.0,4.0,3,3,3,3,3,1,2,5,4
EMP100392,Tania Herlambang,3.0,20,Middle,3.0,3.0,3.0,110.0,7.0,2.0,6,3,2,3,1,1,1,6,3
EMP100393,Oktavia Ramadhan,2.0,61,Senior,3.0,3.0,2.0,120.0,3.0,6.0,2,2,3,1,3,4,1,1,2
EMP100394,Hadi Jatmiko Kurniawan,1.0,44,Middle,1.0,1.0,2.0,131.0,1.0,3.0,4,5,5,3,1,3,3,3,1
EMP100395,Joko Nabila Santoso,1.0,54,Middle,3.0,1.0,1.0,139.0,9.0,7.0,1,1,2,1,3,3,4,4,3
EMP100396,Zaki Anugrah Nugroho,3.0,36,Middle,3.0,3.0,3.0,138.0,6.0,6.0,6,3,3,2,3,4,4,6,1
EMP100397,Yuni Iqbal Putra,2.0,90,Senior,3.0,2.0,3.0,109.0,2.0,9.0,5,2,5,1,2,4,1,5,3
EMP100398,Joko Wijaya Wijaya,3.0,94,Senior,3.0,3.0,3.0,138.0,4.0,5.0,2,4,3,1,3,1,2,5,3
EMP100401,Dwi Wijaya Halim,5.0,74,Senior,5.0,4.0,5.0,109.0,2.0,3.0,1,2,4,1,1,4,3,6,2
EMP100402,Fajar Candra Maulida,2.0,91,Senior,2.0,1.0,2.0,83.0,4.0,6.0,6,3,3,3,1,1,1,5,3
EMP100403,Prasetyo Lestari,3.0,46,Middle,2.0,3.0,4.0,104.0,8.0,3.0,2,2,1,1,1,2,4,2,2
EMP100404,Anisa Tri Anggara,3.0,25,Middle,4.0,4.0,3.0,94.0,5.0,9.0,4,5,3,3,2,3,2,5,3
EMP100405,Teguh Erlangga Setiawan,3.0,55,Middle,3.0,3.0,2.0,127.0,5.0,1.0,1,5,3,1,1,2,4,4,4
EMP100407,Arif Rachman Suharto,3.0,94,Senior,3.0,3.0,2.0,116.0,6.0,5.0,1,3,3,1,1,2,4,3,2
EMP100408,Rafa Anugrah Kusuma,2.0,26,Middle,3.0,3.0,2.0,80.0,7.0,6.0,3,1,3,3,1,1,2,2,3
EMP100409,Rani Ginting,4.0,24,Middle,4.0,4.0,4.0,125.0,5.0,9.0,4,3,2,3,2,2,2,4,2
EMP100410,Adit Saputra Wijaya,4.0,64,Senior,4.0,4.0,4.0,109.0,4.0,3.0,4,2,1,3,1,2,1,4,1
EMP100411,Rani Fauziah,2.0,29,Middle,2.0,2.0,1.0,115.0,3.0,5.0,3,3,6,3,1,2,4,1,2
EMP100412,Tania Syahputra,4.0,26,Middle,4.0,4.0,4.0,130.0,8.0,9.0,1,4,5,1,2,4,2,4,4
EMP100413,Zahra Utama Pratomo,3.0,46,Middle,3.0,3.0,4.0,86.0,6.0,7.0,3,5,6,2,1,2,1,6,1
EMP100414,Citra Hasibuan,1.0,70,Senior,1.0,1.0,2.0,104.0,7.0,5.0,4,4,6,2,3,1,3,4,2
EMP100415,Hadi Lukman,3.0,38,Middle,3.0,2.0,3.0,86.0,7.0,6.0,2,2,2,2,1,1,1,4,1
EMP100416,Cahyo Ganesha Handayani,3.0,38,Middle,4.0,3.0,3.0,139.0,9.0,5.0,2,4,6,1,3,4,3,4,3
EMP100417,Adi Situmorang,3.0,32,Middle,3.0,3.0,3.0,109.0,5.0,9.0,1,1,4,1,1,2,4,3,1
EMP100418,Oktavia Ganesha Fauziah,5.0,29,Middle,3.0,3.0,4.0,109.0,8.0,5.0,4,4,4,2,2,4,4,4,4
EMP100419,Lestari Hidayat,3.0,49,Middle,3.0,3.0,4.0,109.0,9.0,7.0,1,1,4,2,2,4,2,5,1
EMP100420,Vania Hartanto,2.0,81,Senior,3.0,3.0,3.0,80.0,6.0,9.0,2,4,2,1,2,4,3,3,4
EMP100421,Adit Anggara,3.0,51,Middle,3.0,3.0,2.0,85.0,9.0,3.0,2,2,2,2,1,4,2,2,2
EMP100422,Ari Handayani,1.0,54,Middle,2.0,1.0,1.0,103.0,2.0,5.0,1,5,6,3,1,4,1,6,2
EMP100423,Valdo Fauziah,4.0,83,Senior,5.0,4.0,5.0,109.0,3.0,1.0,1,1,4,1,1,2,2,6,3
EMP100424,Valdo Ramadhan,3.0,23,Middle,4.0,3.0,2.0,94.0,8.0,8.0,5,3,5,1,2,4,1,6,4
EMP100425,Novi Baskara Sinaga,1.0,53,Middle,1.0,1.0,1.0,83.0,5.0,5.0,2,3,1,3,2,4,4,6,1
EMP100426,Dimas Pamungkas,5.0,50,Middle,5.0,5.0,5.0,109.0,9.0,2.0,1,1,4,3,1,4,2,5,2
EMP100427,Dimas Adi Mahendra,3.0,42,Middle,3.0,3.0,3.0,109.0,6.0,5.0,4,3,5,1,2,4,3,1,2
EMP100428,Umar Pamungkas,5.0,61,Senior,5.0,5.0,5.0,109.0,6.0,6.0,5,3,4,2,1,4,3,2,4
EMP100430,Valdo Nabila Rohman,1.0,39,Middle,1.0,1.0,1.0,97.0,3.0,5.0,5,4,3,2,1,1,1,4,1
EMP100431,Novi Wijaya Putra,4.0,119,Senior,4.0,0.0,4.0,140.0,3.0,2.0,3,5,5,1,2,4,4,6,3
EMP100432,Rani Fadillah Rahmawati,3.0,94,Senior,4.0,3.0,2.0,109.0,7.0,5.0,3,1,4,3,2,4,1,6,2
EMP100433,Dian Ridwan,2.0,9,Junior,2.0,3.0,1.0,91.0,4.0,2.0,3,4,5,3,2,4,1,6,1
EMP100435,Intan Syahputra,2.0,34,Middle,2.0,1.0,2.0,121.0,5.0,6.0,5,1,5,1,1,1,3,6,3
EMP100436,Zahra Wijaya,3.0,94,Senior,4.0,3.0,3.0,97.0,5.0,5.0,4,1,6,3,2,2,1,2,1
EMP100437,Indra Hartanto,4.0,86,Senior,4.0,4.0,4.0,109.0,9.0,1.0,6,1,4,3,1,3,2,5,4
EMP100438,Bayu Yudhistira Santoso,3.0,50,Middle,4.0,3.0,4.0,90.0,5.0,5.0,3,5,3,3,3,1,1,5,4
EMP100439,Intan Tamba,2.0,54,Middle,1.0,3.0,2.0,83.0,3.0,4.0,5,2,1,2,3,3,2,6,1
EMP100440,Cahyo Utama Sinaga,4.0,3,Junior,5.0,4.0,4.0,119.0,5.0,6.0,6,2,6,2,1,1,1,5,3
EMP100441,Kartika Herlambang,4.0,24,Middle,5.0,4.0,5.0,118.0,5.0,2.0,1,3,6,1,1,2,1,3,1
EMP100442,Andi Qolbi Hidayat,2.0,29,Middle,3.0,2.0,2.0,138.0,5.0,2.0,3,1,5,2,3,3,2,2,4
EMP100443,Bayu Qolbi Hidayat,3.0,49,Middle,3.0,3.0,3.0,117.0,1.0,4.0,5,3,5,3,3,3,3,5,2
EMP100444,Dimas Purnama,4.0,80,Senior,5.0,4.0,5.0,114.0,3.0,5.0,2,3,3,3,3,1,1,5,3
EMP100445,Kurnia Wijaya,1.0,31,Middle,1.0,2.0,2.0,97.0,1.0,7.0,5,2,6,1,2,1,3,6,3
EMP100446,Rifqi Iqbal Ginting,3.0,75,Senior,3.0,2.0,3.0,112.0,5.0,5.0,2,3,5,1,2,2,4,3,1
EMP100447,Rendra Zulfikar Lestari,4.0,23,Middle,4.0,4.0,3.0,81.0,7.0,4.0,3,3,3,3,3,1,2,4,3
EMP100448,Gita Jatmiko Santoso,2.0,66,Senior,2.0,3.0,1.0,109.0,1.0,9.0,2,4,4,2,1,4,4,3,1
EMP100449,Ari Ramadhan,3.0,120,Senior,3.0,3.0,2.0,109.0,6.0,3.0,2,1,6,2,1,1,1,1,3
EMP100450,Indra Lestari,3.0,19,Middle,3.0,3.0,4.0,134.0,6.0,8.0,5,5,3,1,1,4,3,1,3
EMP100451,Fitri Qolbi Simanjuntak,3.0,63,Senior,3.0,3.0,3.0,85.0,2.0,8.0,4,5,2,3,3,3,4,6,1
EMP100452,Zahra Zulfikar Ramadhan,3.0,52,Middle,4.0,3.0,4.0,118.0,8.0,9.0,3,4,2,3,3,3,4,1,1
EMP100453,Yuni Subekti,3.0,27,Middle,4.0,4.0,2.0,112.0,8.0,5.0,2,5,2,3,3,1,2,6,3
EMP100455,Zaki Siregar,2.0,71,Senior,2.0,1.0,2.0,109.0,4.0,5.0,4,3,4,2,1,4,2,4,2
EMP100456,Rama Gunawan,2.0,51,Middle,2.0,2.0,2.0,109.0,9.0,7.0,3,2,4,1,1,2,3,1,1
EMP100457,Nurlita Maulana,3.0,63,Senior,3.0,4.0,3.0,117.0,8.0,9.0,3,3,6,2,3,1,3,4,1
